car_owner;propert_owner;children;type_income;education;marital_status;housing_type;employed_days;mobile_phone;work_phone;phone;email_id;family_members;target
N;N;0;Working;Higher education;Single / not married;House / apartment;-1774;1;1;0;0;1;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-189;1;0;0;1;1;0
N;Y;0;Working;Incomplete higher;Single / not married;House / apartment;-7288;1;0;0;0;1;0
Y;Y;1;Commercial associate;Incomplete higher;Civil marriage;House / apartment;-686;1;0;1;0;3;0
N;N;1;Commercial associate;Higher education;Married;House / apartment;-727;1;0;0;0;3;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-3229;1;0;0;0;2;0
Y;Y;1;Commercial associate;Incomplete higher;Civil marriage;Office apartment;-3455;1;0;0;0;3;0
N;Y;0;Working;Higher education;Married;House / apartment;-460;1;0;1;1;2;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Civil marriage;House / apartment;-5454;1;0;0;0;3;0
N;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;1;0;2;0
N;Y;0;State servant;Secondary / secondary special;Single / not married;House / apartment;-13010;1;1;0;0;1;0
Y;Y;1;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;3;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-5507;1;0;1;0;2;0
N;N;0;Working;Higher education;Married;House / apartment;-6640;1;1;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-5488;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-221;1;0;0;0;2;0
Y;N;2;Working;Higher education;Married;House / apartment;-127;1;0;0;0;4;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;1;State servant;Secondary / secondary special;Civil marriage;House / apartment;-8760;1;0;0;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Separated;House / apartment;365243;1;0;1;0;1;0
Y;Y;1;Working;Lower secondary;Married;House / apartment;-864;1;0;0;1;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-7718;1;0;0;0;2;0
Y;Y;0;Commercial associate;Higher education;Civil marriage;House / apartment;-613;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3123;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;0;State servant;Higher education;Married;With parents;-1652;1;1;1;0;2;0
Y;Y;2;Working;Secondary / secondary special;Married;House / apartment;-6879;1;0;0;0;4;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;2;Commercial associate;Higher education;Married;House / apartment;-2673;1;0;0;0;4;0
Y;Y;1;Working;Higher education;Married;House / apartment;-420;1;0;0;0;3;0
N;N;0;Commercial associate;Higher education;Married;With parents;-413;1;0;0;1;2;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1072;1;0;0;0;1;0
N;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-5760;1;1;0;0;2;0
Y;Y;0;Commercial associate;Higher education;Married;House / apartment;-1871;1;0;1;1;2;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-1707;1;1;1;0;4;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
N;N;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;0;0;1;0
Y;N;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-1962;1;0;1;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Single / not married;Rented apartment;-1598;1;0;0;0;1;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1583;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-7264;1;0;0;0;2;0
Y;Y;1;Working;Higher education;Married;House / apartment;-536;1;0;0;1;3;0
N;N;1;Working;Secondary / secondary special;Widow;House / apartment;-1313;1;0;0;0;2;0
N;Y;1;State servant;Secondary / secondary special;Married;House / apartment;-2512;1;0;0;0;3;0
Y;N;2;Working;Secondary / secondary special;Married;House / apartment;-5673;1;1;0;0;4;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;1;2;0
N;Y;0;Pensioner;Higher education;Separated;House / apartment;365243;1;0;0;0;1;0
Y;Y;1;State servant;Secondary / secondary special;Married;House / apartment;-3380;1;0;0;0;3;0
Y;Y;0;Commercial associate;Incomplete higher;Married;House / apartment;-3944;1;0;1;0;2;0
N;Y;0;State servant;Higher education;Married;House / apartment;-3654;1;0;1;0;2;0
N;Y;1;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;365243;1;0;0;0;3;0
N;N;0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-171;1;0;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1801;1;0;0;0;2;0
Y;Y;0;Commercial associate;Higher education;Single / not married;House / apartment;-1138;1;0;0;0;1;0
Y;Y;0;Working;Higher education;Married;House / apartment;-3944;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Incomplete higher;Widow;House / apartment;-1897;1;1;1;0;1;0
N;N;0;Pensioner;Secondary / secondary special;Separated;Municipal apartment;365243;1;0;0;0;1;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-2980;1;0;0;0;2;0
N;Y;0;Pensioner;Lower secondary;Single / not married;House / apartment;365243;1;0;0;0;1;0
Y;Y;0;Working;Higher education;Married;With parents;-1175;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-3329;1;0;0;1;3;0
N;N;1;Commercial associate;Higher education;Married;House / apartment;-1581;1;0;0;0;3;0
Y;N;2;State servant;Secondary / secondary special;Married;House / apartment;-6558;1;1;1;0;4;0
Y;Y;0;Working;Higher education;Married;House / apartment;-4434;1;0;1;0;2;0
N;N;0;Working;Secondary / secondary special;Married;Municipal apartment;-210;1;1;1;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-3032;1;1;1;0;3;0
N;N;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-2389;1;0;0;0;1;0
Y;N;0;Working;Higher education;Married;House / apartment;-139;1;0;0;0;2;0
Y;Y;0;Working;Higher education;Married;With parents;-1467;1;0;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-377;1;1;1;0;1;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-10762;1;0;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-2788;1;0;1;0;2;0
Y;Y;3;Working;Secondary / secondary special;Married;House / apartment;-3668;1;0;1;0;5;0
N;Y;0;State servant;Secondary / secondary special;Married;House / apartment;-2340;1;0;0;0;2;0
N;N;2;State servant;Higher education;Married;House / apartment;-5345;1;0;0;0;4;0
Y;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-9925;1;1;1;0;1;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-918;1;1;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-4219;1;1;1;0;1;0
Y;N;1;Working;Higher education;Married;House / apartment;-194;1;1;0;1;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3010;1;0;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-370;1;1;0;0;1;0
N;Y;1;State servant;Secondary / secondary special;Married;House / apartment;-232;1;0;0;0;3;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;With parents;-285;1;0;0;0;1;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-1830;1;1;0;1;2;0
N;Y;0;Working;Higher education;Married;House / apartment;-3853;1;0;0;0;2;0
Y;Y;2;Commercial associate;Higher education;Married;House / apartment;-2866;1;0;1;1;4;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-1022;1;0;1;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-2423;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2545;1;1;1;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-6230;1;1;1;1;2;0
N;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-104;1;0;1;0;3;0
Y;N;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-2631;1;0;0;0;1;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-367;1;0;0;0;3;0
Y;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-857;1;0;0;0;3;0
Y;Y;2;Working;Higher education;Married;House / apartment;-4887;1;0;0;0;4;0
N;Y;0;Pensioner;Secondary / secondary special;Separated;House / apartment;365243;1;0;0;0;1;0
N;Y;2;Commercial associate;Higher education;Married;House / apartment;-433;1;0;1;0;4;0
N;Y;0;Pensioner;Secondary / secondary special;Married;Municipal apartment;365243;1;0;1;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;1;Commercial associate;Higher education;Married;House / apartment;-803;1;1;1;0;3;0
N;N;0;Working;Higher education;Married;House / apartment;-3361;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1520;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1463;1;1;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-5155;1;0;0;0;3;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-712;1;1;0;0;2;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-3246;1;0;0;0;3;0
N;N;0;State servant;Higher education;Married;House / apartment;-5006;1;0;0;0;2;0
N;Y;0;Working;Lower secondary;Civil marriage;House / apartment;-2191;1;0;0;0;2;0
Y;N;1;Commercial associate;Higher education;Married;House / apartment;-431;1;1;0;0;3;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-1064;1;0;1;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-828;1;0;0;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-4874;1;0;0;1;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-1217;1;0;0;1;1;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;1;Working;Academic degree;Civil marriage;House / apartment;-7557;1;0;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;1;0;1;0
N;N;0;State servant;Secondary / secondary special;Married;House / apartment;-5334;1;1;1;0;2;0
Y;N;0;Working;Higher education;Married;House / apartment;-611;1;0;0;0;2;0
N;Y;1;Commercial associate;Incomplete higher;Single / not married;House / apartment;-140;1;0;0;0;2;0
N;N;0;State servant;Higher education;Civil marriage;House / apartment;-5215;1;0;0;1;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-438;1;0;0;0;2;0
N;Y;3;Commercial associate;Secondary / secondary special;Widow;House / apartment;-461;1;1;1;0;4;0
Y;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1741;1;0;0;0;2;0
N;Y;0;Pensioner;Higher education;Single / not married;House / apartment;365243;1;0;0;0;1;0
N;N;0;Working;Higher education;Married;House / apartment;-958;1;0;0;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Widow;Municipal apartment;365243;1;0;1;0;1;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-3095;1;0;0;0;3;0
N;N;0;Working;Secondary / secondary special;Married;With parents;-2827;1;1;1;0;2;0
N;Y;3;Working;Secondary / secondary special;Married;House / apartment;-3693;1;0;0;0;5;0
N;Y;0;Working;Higher education;Married;House / apartment;-2262;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-195;1;1;0;0;1;0
Y;Y;1;Working;Higher education;Married;House / apartment;-157;1;0;0;0;3;0
Y;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;1;0;2;0
N;N;1;Working;Secondary / secondary special;Married;House / apartment;-109;1;0;0;0;3;0
Y;Y;3;Working;Secondary / secondary special;Married;Municipal apartment;-5862;1;0;1;0;5;0
Y;Y;0;Commercial associate;Higher education;Single / not married;With parents;-2152;1;0;1;0;1;0
N;Y;1;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-2105;1;0;0;0;3;0
N;N;0;Pensioner;Secondary / secondary special;Separated;House / apartment;365243;1;0;0;0;1;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-1200;1;1;1;0;2;0
Y;Y;2;Commercial associate;Higher education;Married;House / apartment;-1891;1;0;0;0;4;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-3476;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-4662;1;0;1;0;2;0
Y;N;0;Commercial associate;Higher education;Married;House / apartment;-657;1;0;0;0;2;0
N;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1436;1;0;0;0;2;0
Y;N;0;Pensioner;Higher education;Married;House / apartment;-5521;1;1;1;0;2;0
N;Y;0;Working;Higher education;Married;House / apartment;-686;1;1;1;0;2;0
Y;Y;1;Working;Higher education;Married;House / apartment;-2924;1;0;0;0;3;0
N;Y;2;Working;Higher education;Married;House / apartment;-1648;1;1;1;0;4;0
Y;N;1;State servant;Secondary / secondary special;Married;House / apartment;-3536;1;0;1;0;3;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-2182;1;0;0;0;2;0
N;N;0;Commercial associate;Incomplete higher;Single / not married;House / apartment;-1209;1;0;0;0;1;0
Y;N;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-645;1;1;1;0;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-2859;1;0;0;0;2;0
